,KL,JB,SG,PJ
2052,5033269,7527105,9167788,7407770
2053,7563462,5998485,5822002,5644630
2054,7301758,9569631,9672826,8456621
2055,6252919,9858203,8252373,9798392
2056,9830597,7268759,5927571,7169445
2057,7885650,6036263,5180186,5765073
2058,6135268,6032517,5651021,9236196
2059,9695136,7684593,9728190,7151900
2060,8375979,8606742,9413565,6349178
2061,6247143,6150960,5933896,6547516
2062,6244691,7401131,9211693,9534909
2063,5048927,7109068,9259747,8040888
2064,6937264,7269039,9349043,6244271
2065,6658939,8661366,7976263,8548819
2066,6416964,5495819,5976826,7476091
2067,7043640,6592196,9891623,9190951
2068,7427229,9201143,8520912,9009776
2069,9266408,9614927,7481810,8714074
2070,8824966,7070123,9689910,8699591
2071,6168591,6555233,9139014,7952948
2072,9280154,7418952,5337923,8217561
2073,6045173,8001156,6589734,7066987
2074,6407163,8515854,5945949,7713146
2075,6026201,7837789,7030572,9045937
2076,8672398,5441197,8747376,5745342
2077,5807828,5003318,8878067,6991445
2078,9604721,7917705,5077750,8783722
2079,6005015,5579170,5533215,5391019
2080,7117237,5963799,5671802,9441819
2081,8501492,7981074,5680959,7387923
2082,8076731,7381479,7528840,9553745
2083,6320850,7618664,7031565,9376700
2084,9158208,7249283,8318092,8329283
2085,8488846,7172691,6354420,5955151
2086,9488541,8476024,8347332,6862534
2087,9840154,9879227,6319786,9813275
2088,9575468,7862479,8771338,6218009
2089,6893213,8085614,7853035,9386283
2090,8480290,6905947,5864086,6772623
2091,6653622,7727439,8503139,5668856
2092,9916900,9812166,6153680,7947623
2093,8976649,8149567,8053817,6332977
2094,6522602,5383465,5163954,6624318
2095,5091061,8906487,6473513,5986487
2096,5638768,9849342,7966849,7157634
2097,8734044,5820397,9337491,6963635
2098,8384348,7052814,9248706,8329632
2099,5717738,5834773,9038314,6557851
2100,7379968,7139781,5499256,9700228
2101,6492394,9445451,6725987,7712410
2102,8585942,5345440,9135136,8539956
2103,9051839,7242657,6829827,7239349
2104,5843453,5454499,8739063,7416701
2105,9735728,6841532,6986380,6610518
2106,5681116,9862769,9099154,9009810
2107,8838316,9346824,6646336,6920863
2108,8056661,5754141,7315052,9226319
2109,7561585,7950990,7610530,9364856
2110,8691410,9220739,6676982,5733485
2111,6691799,7133312,6365555,6539832
2112,5742499,5349322,6673231,9784038
2113,9432235,9166389,7029709,8396534
2114,7822307,7256308,9734559,5990086
2115,6771005,5447754,8004329,6656913
2116,9787110,8829010,7267925,9456197
2117,6129913,9796955,6507234,6814384
2118,7168775,9111778,6146113,7475340
2119,7295383,7743266,6429896,8916009
2120,8427878,7867204,9182989,8914365
2121,9358651,5876319,8109477,8890025
2122,8943164,9260454,8461390,6389722
2123,5905273,5668513,7698122,5778298
2124,5855563,5282521,8357255,5556673
2125,7692401,6710754,5604749,7419331
2126,9914489,8279913,5572208,8564036
2127,9122185,8049257,5567373,7850829
2128,8096374,7149916,8175790,7919360
2129,5091592,7827077,8075376,5022153
2130,5104561,8467860,8599691,9706319
2131,9934819,8110826,9069831,5514540
2132,6295634,9398992,8615991,9042116
2133,9782238,7466747,9009122,9081043
2134,6091947,6654628,8143063,9476830
2135,8837584,5019927,5970286,8131629
2136,6988229,8493537,8338553,5377614
2137,6893434,7284402,5050804,6431333
2138,5669110,6560304,8175913,9117461
2139,9454682,5769556,7124919,7126537
2140,7597951,7884798,6424282,6484394
2141,6969671,5631760,9061998,9820508
2142,8813624,5482273,7676752,8657944
2143,7172238,6261949,7943798,7005298
2144,9343627,9517988,8445132,9853797
2145,9844668,8784013,9185147,8351348
2146,9883040,7580205,9795833,6239527
2147,7968993,6951876,5688833,6398935
2148,9759414,5740202,7544335,5704160
2149,5007752,5620815,6065822,8107560
2150,9565843,9710979,6139323,8327968
2151,5356822,8480081,5775520,6037845
2152,7656418,5454679,6916840,7756766
2153,5789574,9364141,5220286,8451682
2154,8642275,5452091,8355699,8442231
2155,5148557,6723510,6420404,5196307
2156,9043461,9101354,6634253,9031123
2157,5120097,7970357,8573474,6368328
2158,6282869,9290986,7730801,6124228
2159,6834176,9777955,5586907,9995158
2160,7156250,8983046,6875722,8800410
2161,7777664,6283220,8895093,8253839
2162,5593904,9303336,6392191,6520265
2163,8490777,9439835,8568884,7408795
2164,5535695,6587337,6720043,5934399
2165,5070781,5505547,6611650,8175470
2166,8880642,5301480,9472916,8218585
2167,5216500,5015817,9033560,6009490
2168,5318326,8963974,7896385,5065303
2169,7883279,7180002,5272249,9410055
2170,7419466,8319157,9628115,9429081
2171,8000342,5788630,7187177,7419635
2172,5925096,7635646,5563456,9356746
2173,6325345,8095487,8284237,8898043
2174,5591167,8487443,7138005,8802040
2175,7703179,8873661,5895972,5110085
2176,5185500,9823382,9452828,6712506
2177,6353913,6457391,6720236,6830977
2178,7144597,7176014,8296183,8474913
2179,9769862,8599961,8722065,8672739
2180,9406712,5171853,8178674,8332535
2181,8921239,7511167,9463547,6895829
2182,7715973,9542764,9992460,6654565
2183,7989059,8614650,6431178,9255734
2184,9502947,7325262,7773078,9591841
2185,7304345,9306259,9530697,5553970
2186,6160148,6274655,7395545,5121496
2187,8180545,6241292,8634590,8978037
2188,8908140,8798598,9425122,5192800
2189,9744284,8609269,6114575,7877491
2190,9975721,5746909,6257222,5575973
2191,9559007,6038315,7157487,8155995
2192,7116564,6894284,5950584,8158937
2193,6516467,5305382,9677692,8572814
2194,7901880,7818920,9703715,9910916
2195,5431586,5971326,8388707,5247066
2196,7682275,7240368,7701577,5222775
2197,6406210,6127553,6103265,6055309
2198,8538807,9170383,8473652,8265382
2199,5638600,6530819,8392121,7778607
2200,8634829,9922119,6552943,7661449
2201,9040195,7276936,6213599,5112923
2202,5381637,7578262,8700078,9082962
2203,6715615,7135369,5462881,8904271
2204,9770581,8299486,9389275,7000046
2205,6409111,9522891,7495157,6936024
2206,7609527,5310108,6554010,5188657
2207,5963828,9072053,6063337,6027357
2208,6149316,6301487,5207736,9682807
2209,5838523,7929771,5468214,5268132
2210,8843732,6895837,8658210,6136504
2211,5724785,6319441,6053430,5169872
2212,6948656,8961250,8721341,5011783
2213,9350509,5110224,9912019,8857479
2214,9375095,9121967,9983017,5771588
2215,5713924,6444581,5726242,7738420
2216,9783278,5750063,8051038,6899451
2217,5152508,9630598,5836407,5030004
2218,8497205,5520659,9763605,8111890
2219,8646303,8959860,5527471,6481281
2220,9936750,7623547,7491443,5322401
2221,9974378,6412599,5322738,8210951
2222,5530101,6267369,5761135,6420083
2223,5088651,5245762,5973004,7673473
2224,9186309,5917258,8583375,6516850
2225,9762292,8459886,6989060,9832467
2226,7042701,7587678,5944926,6930579
2227,6284432,7364363,9721008,8669445
2228,8063469,5665571,7916934,8373115
2229,6601775,5899459,8857599,9635416
2230,6944053,6016556,5321700,9545528
2231,9915765,6409367,5614825,7157570
2232,9601418,9520597,8449670,5598632
2233,7168325,9409101,5527231,6367609
2234,7422865,8391588,5053334,7283214
2235,7246702,8537986,8072478,6751167
2236,9760828,9819249,7282028,7652818
2237,5683199,8745814,6188694,8672657
2238,9202209,8253614,9552152,7125999
2239,9500806,6581714,6326312,8744319
2240,6025983,5137551,5192088,7678985
2241,6438487,5243714,8384398,6183452
2242,6693011,9403709,7977400,8926558
2243,7459389,6180872,8483484,9835719
2244,6631760,9986682,5816290,6864254
2245,7139092,7703980,9748839,5620107
2246,8609538,5984187,5884434,6831484
2247,9235459,5358254,9853541,7110635
2248,5595982,8222958,5261442,6687996
2249,9904562,5330353,7076596,9191334
2250,9073345,7087368,8711129,5872836
2251,5566605,8017042,9169103,8032775
2252,7084363,6572219,6453955,9126612
2253,6121696,7566632,6400475,9488636
2254,9592448,7941839,7034868,5726850
2255,8531829,9838609,6823336,8292684
2256,6991058,9097662,5387914,7926820
2257,6529434,6112630,6536442,5844693
2258,6500416,9290096,9359567,7942495
2259,6953002,8137536,6052400,9117917
2260,8026316,6155785,5484403,7471242
2261,7435682,6708019,7485896,7876457
2262,6851723,9697636,9291869,9956672
2263,8377185,9190759,8759774,6513561
2264,7516455,5771737,5737003,9643359
2265,8092575,8153138,6148521,5700049
2266,5897139,7544331,7717759,5804062
2267,5517548,8335726,8981554,9806299
2268,9353122,5024925,9130772,6996821
2269,8629431,8781086,8900843,5184825
2270,8344373,6241260,5126871,9423220
2271,8128937,7281002,9562015,8946639
2272,7826534,8300883,6902775,8912479
2273,7464553,7371669,7173007,8775633
2274,6383851,9954984,6000943,8263381
2275,9840349,5731280,7546318,8278536
2276,8205346,9571615,9373795,5910437
2277,8286198,5891542,5298029,9819584
2278,5405142,8705636,6217272,6560739
2279,7774954,5965337,8611770,6242381
2280,7589965,8808906,5220188,8505132
2281,8474221,5627614,5406682,5307602
2282,5625730,7267524,5683893,7819706
2283,9196343,8281645,8920123,9842248
2284,9835330,6246270,6941502,5403750
2285,6927293,9008680,8488594,9514154
2286,5517551,6546905,7141947,9042077
2287,8832626,7926983,7884323,9510394
2288,7657294,5018935,7967499,8003731
2289,9012002,9493418,7518811,9445549
2290,6939330,8451744,5646626,5472294
2291,6238605,6637528,7277809,7270920
2292,5161096,9778083,5496181,6709989
2293,9897885,7756252,7678338,6503008
2294,8343070,8399715,7724371,6055386
2295,6920884,5119330,8200707,7850122
2296,9114572,8461664,8790608,8781439
2297,7454385,5364452,7254990,9245233
2298,7344953,7082063,8488542,9991149
2299,9287192,5868761,8050670,9772516
2300,9593172,8229258,9680190,9716710
2301,5013218,6200113,5383175,7180212
2302,6184309,8800880,7331230,9461720
2303,7697306,5320681,6143372,9892736
2304,5883605,5925985,9836876,8776802
2305,9863861,8820579,6074532,5562494
2306,7765938,7464246,7042937,7906631
2307,5408832,5246167,5634224,7139511
2308,6767497,8022420,8371527,8278602
2309,7691224,6475097,6814965,7154707
2310,8368616,7686341,7662542,5628995
2311,7338433,7033209,5852372,8332223
2312,9250943,6131537,5536444,7355829
2313,7466002,8962153,9623571,9137876
2314,7086499,7823432,5638332,8381779
2315,5193007,6231442,8328416,6285391
2316,8269493,9984001,5281110,5493190
2317,7846514,9580144,6965215,8867969
2318,7340004,6781652,5194220,7871609
2319,9962434,5031315,8360453,9459452
2320,8495414,5517826,7553645,6204841
2321,8911595,7856091,9747386,7854370
2322,8181657,8845775,9978148,5077224
2323,7594945,9076552,6080034,9306960
2324,8552551,6119076,7850351,6470483
2325,8163425,8354445,6622305,7948987
2326,6038985,7425447,6468106,9234903
2327,8454962,5425214,5310547,5155363
2328,9866483,7012153,9391731,9919793
2329,7414812,8454442,5813935,6536624
2330,8393444,8360850,9149487,7809667
2331,8331538,5867780,6243979,8638494
2332,6453806,6544218,8656807,9846883
2333,9792037,7999549,7688430,6148835
2334,7105012,9424942,6421094,6213911
2335,9982146,5554610,9040955,6141312
2336,8985757,8118737,8189136,8402450
2337,5659557,8978930,7413012,9169452
2338,5145605,5417042,8834897,5430864
2339,9808704,9579034,9865771,8198132
2340,5767385,9959464,7060623,7361725
2341,8894685,8682725,9263257,7221769
2342,6021642,9352473,5299232,6854125
2343,8934376,9225032,7225848,8985666
2344,8620681,6943569,5176769,8247576
2345,9730628,9759052,7508107,7753413
2346,9348262,6980645,6167079,8902112
2347,7442456,6695388,5402007,7151905
2348,8393166,7476381,9209427,7944258
2349,8958170,9369938,5260615,8398085
2350,7443553,7752653,6518127,7755340
2351,9082206,6791518,5877103,5153721
2352,6174387,9010453,8883275,7116542
2353,6863650,7396310,9428989,8940285
2354,6105205,9920917,6045895,7241544
2355,6956403,6989398,9641289,9830235
2356,5184974,8237019,9186093,9679218
2357,5446667,7760451,8110065,5307239
2358,8301194,9594506,6151152,6063401
2359,5617225,6501679,7662909,6917512
2360,9981443,8226835,7398761,5627476
2361,7991293,7075602,9635982,9272636
2362,7111637,9354566,5959226,9316006
2363,5062734,5268014,6224377,6371042
2364,9222678,7937820,9758698,7879218
2365,6502739,9218621,8990400,9325149
2366,9754430,6384016,7354125,5208434
2367,8849669,5981319,8910232,8746222
2368,6334396,7874565,7500540,8845583
2369,9153516,5485352,5273133,7257268
2370,9432090,7939052,7734657,5573458
2371,9165813,7117505,5199844,9609308
2372,5873576,8698939,5814905,5161566
2373,5876796,9611520,5201661,5179904
2374,5879729,7539721,9898472,5994892
2375,7051078,9846943,7830706,9117283
2376,9290614,6397192,6460520,9636567
2377,7606951,5710863,7835150,6505429
2378,9262293,7818976,5613157,6550796
2379,5045786,7201914,6542207,8066327
2380,7733957,7190034,7744087,8066399
2381,9123719,9040528,6739526,9542642
2382,9671219,7650965,8716407,6293164
2383,5082369,5486697,8478970,6819246
2384,8302063,5547706,9014321,5480138
2385,6752748,6660419,5934026,9268426
2386,6742421,9643730,8489323,7436258
2387,6416132,7835795,9050713,9189485
2388,6519474,8733747,7832508,5777089
2389,6789139,9070858,9610109,8544303
2390,8984260,9835114,5108653,6909212
2391,6624912,9088452,9004463,8664196
2392,6332086,6180846,9961489,8541242
2393,9543447,6706824,5107625,8686199
2394,8927853,9004615,5106871,7012082
2395,7531995,8604269,5000043,9269179
2396,8047471,6409264,5312242,5412251
2397,6896834,8263116,7997842,7792026
2398,8407237,6735464,7886023,9821317
2399,6598518,7810907,9115635,9028691
2400,9838602,6375720,6925681,6325692
2401,7677806,8102666,8242750,5612815
2402,8797725,9352237,5814523,6783515
2403,9327803,5393065,6816303,7442749
2404,7113476,9772480,9887100,5538557
2405,5743662,7165380,6308805,6742717
2406,7804822,9519423,6254885,6476405
2407,9396486,7621356,8818682,5105163
2408,5219424,9482848,9421813,5097243
2409,8583030,7631352,5017896,6707679
2410,6830615,8658978,5512133,7251080
2411,6920753,9525818,9380007,9273112
2412,6668206,7177115,9974295,8166683
2413,7625557,8326052,5029178,5437340
2414,5076717,5892050,6478184,8328376
2415,9322781,5407505,9144310,5929750
2416,5714220,9659690,8229575,8634325
2417,6382364,5397759,6456540,7426882
2418,8902090,7760142,8071334,5597429
2419,8885727,5263241,5519417,9623884
2420,9152158,9959233,8629306,7062960
2421,8605572,6751426,7650119,6154309
2422,5711096,5594649,7244655,9332204
2423,6830099,5273465,6993625,5682009
2424,6433874,6745035,7051132,5427772
2425,5374235,8293662,8208013,5010548
2426,6983533,7811239,7750497,6269937
2427,5944369,7720731,5945951,6404930
2428,5698754,9076306,7435329,7031261
2429,9016742,7739154,8689255,5306135
2430,5217172,9935063,5823968,6877157
2431,6019879,9057287,9846432,9480874
2432,9428506,6796941,5736297,7036620
2433,7372962,7535532,9744416,7887057
2434,5722309,8394828,5277667,7732232
2435,9872209,6067663,9578151,7254640
2436,5228462,9314250,8754041,9083920
2437,6730595,5220526,7013836,9221624
2438,7539317,9887663,8373037,6436583
2439,6767387,5899804,6728833,9901543
2440,7788281,5055556,9690904,6574758
2441,9224117,6954714,5210636,9608173
2442,8130117,6545769,8579486,5601560
2443,6786355,6962738,6391003,9308508
2444,9692431,5271031,7768546,5683520
2445,5723693,9844865,7344712,8855203
2446,7597770,9439622,7689264,9212314
2447,7482846,7828001,5504748,6601950
2448,9308533,8139044,5647936,8405381
2449,5633450,6805617,6955116,5424676
2450,8624764,7256567,6048536,6152723
2451,6380546,7545386,8350975,6148367
2452,7027190,7297254,7595857,7659645
2453,7901641,6615964,8829721,8096222
2454,7360621,7397647,5759991,9517609
2455,5849198,5335705,5564683,7179130
2456,5330913,6210340,7695510,8715100
2457,5999196,5832417,7842242,7381126
2458,5808149,5994924,9526923,5011223
2459,8802944,9058260,9979730,9463886
2460,8896608,8678544,6996204,7360763
2461,6868340,9435742,6269746,6895389
2462,9503480,7677947,8013561,5032357
2463,7801801,9469121,7434511,5353503
2464,6023945,7637720,6699385,9496333
2465,5560387,8620587,7695939,7378355
2466,7248318,6046559,5222627,8147996
2467,8008110,6483698,5569717,7480397
2468,7971562,8223383,7865692,5059890
2469,9458424,5708521,8834573,6256229
2470,9508806,8158516,8486227,8728363
2471,8878868,9585205,8727701,5901050
2472,7817706,5519785,6778203,9110314
2473,5467131,7782166,9121695,5791763
2474,9245658,5157856,5845902,9218492
2475,9995638,9750712,7188968,6980380
2476,7830890,8287043,5718124,5562805
2477,8749304,8666425,7964772,9351742
2478,9205306,8191316,9281523,9665593
2479,9391017,6565739,7060658,9190748
2480,5621955,8422751,8805347,7437675
2481,7603829,8793899,9332045,9171124
2482,9560897,9209903,7860977,9319066
2483,7951044,5861251,8826859,9428237
2484,6950314,7733079,8361467,5578554
2485,7622392,7542354,6734919,9128370
2486,6657026,5495853,8167309,9055630
2487,9264035,5413612,7591637,6055496
2488,8801086,7103833,7319692,5845837
2489,5536783,6162289,8334803,8007882
2490,7356751,8689285,6858106,5113241
2491,8856375,9084875,9206725,6930278
2492,6768781,5655934,8743437,5443363
2493,6419193,8940584,5498354,6565835
2494,8594284,8726867,7399206,9148205
2495,5805214,5712327,5592208,8200328
2496,9270754,9546300,5292899,7288698
2497,7926087,6205268,7230273,6104960
2498,7395846,9659099,8442556,6336826
2499,6398206,9136294,7994763,7014798
2500,7960691,7476341,6872862,8909204
